1,1,5.0
1,2,3.0
1,3,4.0
1,4,3.0
1,5,3.0
1,6,5.0
1,7,4.0
1,8,1.0
1,9,5.0
1,10,3.0
1,11,2.0
1,12,5.0
1,13,5.0
1,14,5.0
1,15,5.0
1,16,5.0
1,17,3.0
1,18,4.0
1,19,5.0
1,20,4.0
1,21,1.0
1,22,4.0
1,23,4.0
1,24,3.0
1,25,4.0
1,26,3.0
1,27,2.0
1,28,4.0
1,29,1.0
1,30,3.0
1,31,3.0
1,32,5.0
1,33,4.0
1,34,2.0
1,35,1.0
1,36,2.0
1,37,2.0
1,38,3.0
1,39,4.0
1,40,3.0
1,41,2.0
1,42,5.0
1,43,4.0
1,44,5.0
1,45,5.0
1,46,4.0
1,47,4.0
1,48,5.0
1,49,3.0
1,50,5.0
1,51,4.0
1,52,4.0
1,53,3.0
1,54,3.0
1,55,5.0
1,56,4.0
1,57,5.0
1,58,4.0
1,59,5.0
1,60,5.0
1,61,4.0
1,62,3.0
1,63,2.0
1,64,5.0
1,65,4.0
1,66,4.0
1,67,3.0
1,68,4.0
1,69,3.0
1,70,3.0
1,71,3.0
1,72,4.0
1,73,3.0
1,74,1.0
1,75,4.0
1,76,4.0
1,77,4.0
1,78,1.0
1,79,4.0
1,80,4.0
1,81,5.0
1,82,5.0
1,83,3.0
1,84,4.0
1,85,3.0
1,86,5.0
1,87,5.0
1,88,4.0
1,89,5.0
1,90,4.0
1,91,5.0
1,92,3.0
1,93,5.0
1,94,2.0
1,95,4.0
1,96,5.0
1,97,3.0
1,98,4.0
1,99,3.0
2,1,4.0
2,10,2.0
2,13,4.0
2,14,4.0
2,50,5.0
2,19,3.0
2,25,4.0
3,50,5.0
3,11,4.0
4,1,4.0
4,2,3.0
4,17,4.0
4,21,3.0
4,24,4.0
4,25,3.0
4,29,4.0
4,40,4.0
4,42,5.0
4,50,4.0
4,62,4.0
4,63,1.0
4,66,1.0
4,69,1.0
4,70,4.0
4,79,3.0
4,80,2.0
4,89,5.0
4,90,3.0
4,94,3.0
4,95,4.0
4,98,3.0
4,99,3.0
5,1,4.0
5,7,2.0
5,8,4.0
5,9,4.0
5,12,4.0
5,13,2.0
5,14,5.0
5,15,3.0
5,19,4.0
5,21,3.0
5,22,3.0
5,23,4.0
5,28,2.0
5,32,4.0
5,47,3.0
5,50,4.0
5,56,4.0
5,59,5.0
5,64,4.0
5,69,3.0
5,70,3.0
5,71,4.0
5,79,3.0
5,81,4.0
5,86,3.0
5,87,4.0
5,89,4.0
5,95,2.0
5,98,5.0
6,4,5.0
6,7,5.0
6,8,5.0
6,9,5.0
6,10,4.0
6,11,3.0
6,12,5.0
6,22,5.0
6,23,3.0
6,25,3.0
6,27,4.0
6,28,5.0
6,29,3.0
6,31,4.0
6,32,4.0
6,39,5.0
6,44,5.0
6,47,5.0
6,50,5.0
6,51,2.0
6,52,4.0
6,53,5.0
6,54,3.0
6,56,5.0
6,62,3.0
6,64,5.0
6,68,4.0
6,69,5.0
6,70,1.0
6,71,5.0
6,72,5.0
6,73,3.0
6,77,5.0
6,78,3.0
6,79,4.0
6,80,4.0
6,81,5.0
6,82,3.0
6,86,4.0
6,89,5.0
6,90,3.0
6,91,3.0
6,92,5.0
6,93,5.0
6,96,5.0
6,97,5.0
6,98,4.0
6,99,5.0
7,96,3.0
7,7,3.0
7,11,3.0
7,50,5.0
7,79,4.0
7,82,5.0
7,22,5.0
7,55,5.0
7,56,5.0
7,89,4.0
8,50,5.0
8,6,5.0
8,7,4.0
9,1,4.0
9,4,4.0
9,7,4.0
9,9,4.0
9,11,4.0
9,12,5.0
9,13,3.0
9,16,4.0
9,22,5.0
9,23,5.0
9,32,4.0
9,33,4.0
9,40,4.0
9,48,4.0
9,50,5.0
9,56,5.0
9,59,4.0
9,60,3.0
9,64,4.0
9,69,4.0
9,70,4.0
9,82,4.0
9,85,4.0
9,93,4.0
9,98,4.0
9,99,5.0
10,8,4.0
10,9,5.0
10,11,2.0
10,12,2.0
10,15,5.0
10,22,4.0
10,24,3.0
10,25,3.0
10,28,5.0
10,29,3.0
10,38,3.0
10,39,3.0
10,40,3.0
10,42,3.0
10,47,4.0
10,51,4.0
10,52,3.0
10,54,3.0
10,56,4.0
10,57,2.0
10,58,3.0
10,69,3.0
10,70,4.0
10,79,4.0
10,83,5.0
10,86,4.0
10,88,3.0
10,90,2.0
10,94,3.0
10,97,4.0
10,98,2.0
11,96,4.0
11,97,5.0
11,98,5.0
11,4,5.0
11,69,5.0
11,71,4.0
11,82,4.0
11,15,5.0
11,50,4.0
11,88,5.0
11,28,5.0
12,1,3.0
12,2,3.0
12,4,5.0
12,5,1.0
12,7,2.0
12,8,4.0
12,9,3.0
12,11,1.0
12,12,5.0
12,13,5.0
12,14,4.0
12,17,1.0
12,21,3.0
12,22,4.0
12,23,5.0
12,24,1.0
12,25,1.0
12,27,3.0
12,28,5.0
12,29,2.0
12,32,4.0
12,33,5.0
12,37,1.0
12,38,3.0
12,39,3.0
12,40,2.0
12,42,4.0
12,45,3.0
12,48,5.0
12,49,4.0
12,50,5.0
12,51,3.0
12,53,1.0
12,56,5.0
12,58,4.0
12,59,4.0
12,60,4.0
